day_fiji,storefront,saved_requests_raw,duplicates_dropped,saved_requests_dedup,human_confirmed_bookings,completed_trips,cancelled_bookings,system_status_completed,system_status_pending,system_driver_assigned,quoted_value_fjd_dedup,collected_revenue_fjd
2026-09-10,FIJIDASH_NADI_HANDOFF,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,UNKNOWN
2026-09-10,FIJIDASH_OTHER,4,0,4,UNKNOWN,UNKNOWN,UNKNOWN,0,4,0,708.87,UNKNOWN
2026-09-10,NO_REF_UNATTRIBUTED,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,UNKNOWN
2026-09-11,NADI_ONSITE_WIDGET,1,0,1,UNKNOWN,UNKNOWN,UNKNOWN,0,1,0,265.0,UNKNOWN
2026-09-11,FIJIDASH_NADI_HANDOFF,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,UNKNOWN
2026-09-11,FIJIDASH_OTHER,1,0,1,UNKNOWN,UNKNOWN,UNKNOWN,0,1,0,47.87,UNKNOWN
2026-09-11,NO_REF_UNATTRIBUTED,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,UNKNOWN
2026-09-12,NADI_ONSITE_WIDGET,2,0,2,UNKNOWN,UNKNOWN,UNKNOWN,0,2,0,281.0,UNKNOWN
2026-09-12,FIJIDASH_NADI_HANDOFF,1,0,1,UNKNOWN,UNKNOWN,UNKNOWN,0,1,0,158.81,UNKNOWN
2026-09-12,FIJIDASH_OTHER,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,UNKNOWN
2026-09-12,NO_REF_UNATTRIBUTED,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,UNKNOWN
2026-09-13,NADI_ONSITE_WIDGET,4,1,3,UNKNOWN,UNKNOWN,UNKNOWN,0,3,0,541.0,UNKNOWN
2026-09-13,FIJIDASH_NADI_HANDOFF,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,UNKNOWN
2026-09-13,FIJIDASH_OTHER,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,UNKNOWN
2026-09-13,NO_REF_UNATTRIBUTED,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,UNKNOWN
2026-09-14,NADI_ONSITE_WIDGET,5,0,5,UNKNOWN,UNKNOWN,UNKNOWN,0,5,0,649.0,UNKNOWN
2026-09-14,FIJIDASH_NADI_HANDOFF,2,0,2,UNKNOWN,UNKNOWN,UNKNOWN,0,2,0,415.58,UNKNOWN
2026-09-14,FIJIDASH_OTHER,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,UNKNOWN
2026-09-14,NO_REF_UNATTRIBUTED,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,UNKNOWN
2026-09-15,NADI_ONSITE_WIDGET,4,0,4,UNKNOWN,UNKNOWN,UNKNOWN,0,4,0,578.0,UNKNOWN
2026-09-15,FIJIDASH_NADI_HANDOFF,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,UNKNOWN
2026-09-15,FIJIDASH_OTHER,2,0,2,UNKNOWN,UNKNOWN,UNKNOWN,0,2,0,473.26,UNKNOWN
2026-09-15,NO_REF_UNATTRIBUTED,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,UNKNOWN
2026-09-16,NADI_ONSITE_WIDGET,2,0,2,UNKNOWN,UNKNOWN,UNKNOWN,0,2,0,219.0,UNKNOWN
2026-09-16,FIJIDASH_NADI_HANDOFF,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,UNKNOWN
2026-09-16,FIJIDASH_OTHER,1,0,1,UNKNOWN,UNKNOWN,UNKNOWN,0,1,0,96.84,UNKNOWN
2026-09-16,NO_REF_UNATTRIBUTED,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,UNKNOWN
2026-09-17,NADI_ONSITE_WIDGET,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,UNKNOWN
2026-09-17,FIJIDASH_NADI_HANDOFF,1,0,1,UNKNOWN,UNKNOWN,UNKNOWN,0,1,0,47.87,UNKNOWN
2026-09-17,FIJIDASH_OTHER,3,0,3,UNKNOWN,UNKNOWN,UNKNOWN,0,3,0,238.48,UNKNOWN
2026-09-17,NO_REF_UNATTRIBUTED,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,UNKNOWN
2026-09-18,NADI_ONSITE_WIDGET,5,0,5,UNKNOWN,UNKNOWN,UNKNOWN,0,5,0,705.0,UNKNOWN
2026-09-18,FIJIDASH_NADI_HANDOFF,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,UNKNOWN
2026-09-18,FIJIDASH_OTHER,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,UNKNOWN
2026-09-18,NO_REF_UNATTRIBUTED,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,UNKNOWN
2026-09-19,NADI_ONSITE_WIDGET,3,0,3,UNKNOWN,UNKNOWN,UNKNOWN,0,3,0,562.0,UNKNOWN
2026-09-19,FIJIDASH_NADI_HANDOFF,1,0,1,UNKNOWN,UNKNOWN,UNKNOWN,0,1,0,47.87,UNKNOWN
2026-09-19,FIJIDASH_OTHER,1,0,1,UNKNOWN,UNKNOWN,UNKNOWN,0,1,0,195.25,UNKNOWN
2026-09-19,NO_REF_UNATTRIBUTED,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,UNKNOWN
2026-09-20,NADI_ONSITE_WIDGET,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,UNKNOWN
2026-09-20,FIJIDASH_NADI_HANDOFF,3,0,3,UNKNOWN,UNKNOWN,UNKNOWN,0,3,0,831.83,UNKNOWN
2026-09-20,FIJIDASH_OTHER,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,UNKNOWN
2026-09-20,NO_REF_UNATTRIBUTED,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,UNKNOWN
